SKU,Link,Product Name,Features,Description 
A182-10CP,https://atrendusa.com/products/bbox-a182-10cp-dual-10-sealed-carpeted-subwoofer-enclosure-fits-2007-2013-chevrolet-gmc-silverado-sierra-crew-cab,"A182-10CP Dual 10"" Sealed Carpeted  - Fits 2007 - 2013 Chevrolet-GMC Silverado-Sierra Crew Cab
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 10” Dual sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">OEM-Fit <span style=""font-weight: 400;"">is designed and</span> <span style=""font-weight: 400;"">engineered specifically for the 2007 - 2013 Chevrolet / GMC Silverado / Sierra Crew Cab to ensure an OEM fit without impeding the operation of the back seat.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">0.83 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space per sub is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 6.5” which is ideal for lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub cut out: 9.125”, Mounting Depth: 6.5”, Width: 52.5”, Height: 6.75”, Depth: 17.75”</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox A182-10CP Dual 10” Sealed Subwoofer Enclosure Fits 2007-2013 Chevrolet / GMC Silverado / Sierra Crew cab</b></strong></p>]"
A182-12CP,https://atrendusa.com/products/bbox-a182-12cp-dual-12-sealed-carpeted-subwoofer-enclosure-fits-2007-2013-chevrolet-gmc-silverado-sierra-crew-cab-1,"A182-12CP Dual 12"" Sealed Carpeted  - Fits 2007 - 2013 Chevrolet-GMC Silverado-Sierra Crew Cab
","[<ul>
<li>Designed specifically for 2007-2013 Chevy Silverado and GMC Sierra HD Crew Cab Trucks</li>
<li>Premium Carpeted Finish</li>
<li>3/4"" Mounting Baffle</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 6.5""</li>
<li>Box volume: 0.83 cubic feet (per chamber)</li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A184-12CP,https://atrendusa.com/products/bbox-a184-12cp-dual-12-sealed-carpeted-subwoofer-enclosure-fits-2014-up-chevrolet-gmc-silverado-sierra-crew-cab-1,"A184-12CP Dual 12"" Sealed Carpeted  - Fits 2014 - up Chevrolet-GMC Silverado-Sierra Crew Cab
","[<ul>
<li>Accu-Tuned 10” Dual sealed subwoofer enclosure designed for optimum bass response and low frequency reproduction which is ideal for lower profile sound quality subwoofers.</li>
<li>OEM-Fit is designed and engineered specifically for the 2014-2019 Chevrolet / GMC trucks to ensure an OEM fit with out impeding the operation of the back seat.</li>
<li>Will work with some 2019 Legacy model vehicles</li>
<li>Max Mounting Depth - 6.5""</li>
<li>Net Volume - 1.69""</li>
<li>(Front Height) 6.75"" x (Rear Height) 4.5"" x (Width) 52.5"" x (Depth) 14.75"" x (2nd Depth) 14.5""</li>
<li>Premium Carpet Finish</li>
</ul>]","[<p>Installation Note: Installs under the rear seat with no further modifications required. Rear seat functionality is un-affected</p>, <p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A192-10CP,https://atrendusa.com/products/a192-10cp-dual-10-sealed-carpeted-fits-2001-2013-chevrolet-gmc-avalanche-escalade,"A192-10CP Dual 10"" Sealed Carpeted  - Fits 2001 - 2013 Chevrolet-GMC Avalanche-Escalade
","[<ul>
<ul>
<li>Dual 10"" Subwoofer Enclosure</li>
<li>Designed specifically for 2002 - 2013 Chevy Avalanche and Cadillac Escalade</li>
<li>Premium carpeted finish</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 5.5"" </li>
<li>Box volume: 0.8 cubic feet (per chamber)</li>
</ul>
</ul>, <ul>
<li>Dual 10"" Subwoofer Enclosure</li>
<li>Designed specifically for 2002 - 2013 Chevy Avalanche and Cadillac Escalade</li>
<li>Premium carpeted finish</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 5.5"" </li>
<li>Box volume: 0.8 cubic feet (per chamber)</li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A201-10CPV,https://atrendusa.com/products/bbox-a201-10cpv-single-10-mass-loaded-vented-carpeted-subwoofer-enclosure-fits-2002-2017-dodge-ram-quad-cab,"A201-10CPV Single 10"" Mass Loaded Vented Carpeted  - Fits 2002 - 2018 Dodge Ram Quad Cab *2019 Legacy
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 10” Single Vented subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">OEM-Fit <span style=""font-weight: 400;"">is designed and</span> <span style=""font-weight: 400;"">engineered specifically for the 2002-2018 Dodge Ram Quad Cab trucks to ensure an OEM fit without impeding the operation of the back seat.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">0.61 Cubic Feet Net Volume <span style=""font-weight: 400;"">divided</span> <span style=""font-weight: 400;"">internal air space is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">41Hz Tuning Frequency <span style=""font-weight: 400;"">for low tight and accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 6.5” which is ideal for standard to lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub Cut Out: 9.125”, Mounting Depth: 6.5”, Height: 7.25”, Net Air Volume: 0.61 cu. ft., Tuning Frequency: 41Hz</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox A201-10CPV Single 10” Vented Subwoofer / Up-Fire Enclosure Fits 2002-2018 Dodge Ram Quad Cab</b></strong></p>]"
A2021019,https://atrendusa.com/products/a202-10cp19-10-dual-sealed-carpeted-2019-up-dodge-ram-quad-cab-enclosure,"A202-10CP19 - 10"" Dual Sealed  Carpeted 2019 & Up Dodge Ram Quad Cab Enclosure
","[<ul>
<ul>
<li>Dual 10"" Sealed 2019 &amp; Up Dodge Ram Quad Cab Enclosure</li>
<li>2019 Legacy Model Rams require previous version of enclosure</li>
<li>Under Seat Application</li>
<li>Premium Carpet Finish</li>
<li>Mounting Depth: 4.95""</li>
<li>Air Space: 1 Cubic Feet (per sub)</li>
<li>NOT INTENDED FOR BIG HORN VERSIONS</li>
</ul>
</ul>, <ul>
<li>Dual 10"" Sealed 2019 &amp; Up Dodge Ram Quad Cab Enclosure</li>
<li>2019 Legacy Model Rams require previous version of enclosure</li>
<li>Under Seat Application</li>
<li>Premium Carpet Finish</li>
<li>Mounting Depth: 4.95""</li>
<li>Air Space: 1 Cubic Feet (per sub)</li>
<li>NOT INTENDED FOR BIG HORN VERSIONS</li>
</ul>]","[<p>Engineered and manufactured using only the finest materials throughout the production process.<br/></p>, <p>With glued and braced Hardwood MDF construction our vehicle specific enclosures offer an affordable high quality enclosure. They are designed to fit within specific vehicle applications to help minimize the space required and also cleanly integrate into your vehicle without drawing attention.</p>, <p><strong>Installation Note:</strong> Requires removal of jack kit and storage tray </p>]"
A202-10CP,https://atrendusa.com/products/bbox-a202-10cp-dual-10-sealed-carpeted-subwoofer-enclosure-fits-2002-2017-dodge-ram-quad-cab-1,"A202-10CP Dual 10"" Sealed Carpeted  - Fits 2002 - 2018 Dodge Ram Quad Cab *2019 Legacy
","[<ul>
<li>Accu-Tuned 10” Dual Sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</li>
<li>Premium Carpet Finish</li>
<li>OEM-Fit is designed and engineered specifically for the 2002-2018 Dodge Ram Quad Cab</li>
<li>Soft Woven Polyfill Damping Material helps create a flatter frequency response, low bass extension, and simulates a larger net volume air space.</li>
<li>Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with the second application of glue around all internal joints after final assembly.</li>
<li>May work with Legacy 2019 Vehicle Models </li>
<li>Cutout Diameter - 9.125""</li>
<li>Max Mounting Depth - 6.5 inches</li>
<li>Net Volume - 2.27""</li>
<li>(Height) 7.25"" x (Width) 57"" x (Depth) 13.25""</li>
<li>Gross Cubic Feet Per Side:0.63</li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A202-10CP19,https://atrendusa.com/products/a202-10cp19-10-dual-sealed-carpeted-2019-up-dodge-ram-quad-cab-enclosure,"A202-10CP19 - 10"" Dual Sealed  Carpeted 2019 & Up Dodge Ram Quad Cab Enclosure
","[<ul>
<ul>
<li>Dual 10"" Sealed 2019 &amp; Up Dodge Ram Quad Cab Enclosure</li>
<li>2019 Legacy Model Rams require previous version of enclosure</li>
<li>Under Seat Application</li>
<li>Premium Carpet Finish</li>
<li>Mounting Depth: 4.95""</li>
<li>Air Space: 1 Cubic Feet (per sub)</li>
<li>NOT INTENDED FOR BIG HORN VERSIONS</li>
</ul>
</ul>, <ul>
<li>Dual 10"" Sealed 2019 &amp; Up Dodge Ram Quad Cab Enclosure</li>
<li>2019 Legacy Model Rams require previous version of enclosure</li>
<li>Under Seat Application</li>
<li>Premium Carpet Finish</li>
<li>Mounting Depth: 4.95""</li>
<li>Air Space: 1 Cubic Feet (per sub)</li>
<li>NOT INTENDED FOR BIG HORN VERSIONS</li>
</ul>]","[<p>Engineered and manufactured using only the finest materials throughout the production process.<br/></p>, <p>With glued and braced Hardwood MDF construction our vehicle specific enclosures offer an affordable high quality enclosure. They are designed to fit within specific vehicle applications to help minimize the space required and also cleanly integrate into your vehicle without drawing attention.</p>, <p><strong>Installation Note:</strong> Requires removal of jack kit and storage tray </p>]"
A202-12CP19,https://atrendusa.com/products/a202-12cp19-12-dual-sealed-carpeted-2019-up-dodge-ram-quad-cab-enclosure,"A202-12CP19 - 12"" Dual Sealed  Carpeted 2019 & Up Dodge Ram Quad Cab Enclosure
","[<ul>
<li>Dual 12"" Sealed 2019 &amp; Up Dodge Ram Quad Cab Enclosure</li>
<li>2019 Legacy Model Rams require the previous version of the enclosure</li>
<li>Under Seat Application</li>
<li>Premium Carpet Finish</li>
<li>Mounting Depth: 4.95""</li>
<li>Air Space: 1 Cubic Foot (per sub)</li>
<li>NOT INTENDED FOR BIG HORN VERSIONS</li>
</ul>]","[<p>Installation Note: Requires removal of jack kit and storage tray</p>, <p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A23210BK,https://atrendusa.com/products/atrend-a232-10-dual-10-sealed-spraylinered-subwoofer-enclosure-fits-1994-2002-dodge-ram-extended-cab,"A232-10 Dual 10"" Sealed Tuff Coat Sprayliner  - Fits 1994 - 2002 Dodge Ram Extended Cab
","[<ul>
<li>Designed specifically for 1996-2002 Dodge Ram Extended Cab Trucks</li>
<li>Tuff Coat Sprayliner Finish</li>
<li>3/4"" Mounting Baffle</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 11.5""</li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A232-10CP,https://atrendusa.com/products/bbox-a232-10cp-dual-10-sealed-carpeted-subwoofer-enclosure-fits-1994-2002-dodge-ram-extended-cab,"A232-10CP Dual 10"" Sealed Carpeted  - Fits 1994 - 2002 Dodge Ram Extended Cab
","[<ul>
<li>Designed specifically for 1996-2002 Dodge Ram Extended Cab Trucks</li>
<li>Premium Carpet Finish</li>
<li>3/4"" Mounting Baffle</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 11.5""</li>
</ul>]","[<p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A302-10CP,https://atrendusa.com/products/a302-10cp-dual-10-sealed-carpeted-fits-2000-2003-ford-f150-super-cab,"A302-10CP Dual 10"" Sealed Carpeted  - Fits 2000 - 2003 Ford F150 Super Cab
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 10” Dual sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">OEM-Fit <span style=""font-weight: 400;"">is designed and</span> <span style=""font-weight: 400;"">engineered specifically for the 1997 - 2003 Super CAB trucks to ensure an OEM fit without impeding the operation of the back seat.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">0.7 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 5.5” which is ideal for lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub Cut Out: 9.125”, Mounting Depth: 5.75”, Width: 50.5” Height: 8”, Depth: 14.38”</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox A302-10CP Dual 10” Subwoofer Enclosure Fits 2000-2003 Ford F150 Super Cab</b></strong></p>]"
A332-10CP,https://atrendusa.com/products/a332-10cp-dual-10-sealed-carpeted-fits-1997-1999-ford-f150-extended-cab,"A332-10CP Dual 10"" Sealed Carpeted  - Fits 1997 - 1999 Ford F150 Extended Cab
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 10” Dual sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">OEM-Fit <span style=""font-weight: 400;"">is designed and</span> <span style=""font-weight: 400;"">engineered specifically for the 1997 - 1999 F150 Extended Cab trucks to ensure an OEM fit without impeding the operation of the back seat.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">0.7 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 5.25” which is ideal for lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub Cut Out: 9.125”, Mounting Depth: 5.25”, Width: 48” Height: 7.75”, Depth: 13.75”</span>
</li>
</ul>]","[<p><span style=""color: #000000;""><strong>Bbox A332-10CP Dual 10” Subwoofer Enclosure Fits 1997 - 1999 Ford F150 Extended Cab</strong></span></p>]"
A34210CP,https://atrendusa.com/products/a342-10cp-dual-10-sealed-carpeted-fits-2009-2018-ford-f150-2017-2018-f250-f350-f450-super-crew-super-cab,"A342-10CP Dual 10"" Sealed Carpeted  - Fits 2009 - 2018 Ford F150 & 2017-2018 F250, F350, F450  Super Crew / Super Cab
","[<ul>
<li>Designed specifically for 2009 - 2015 Ford F150 Extended Cab Trucks
<ul>
<li>2015 Models causes the enclosure to stick out 2"" near the foot area</li>
<li>Will also work with 2017-2018 F250, F350, F450 Super Crew / Super Cab</li>
</ul>
</li>
<li>Premium Carpeted Finish</li>
<li>3/4"" Mounting Baffle</li>
<li>Hardwood MDF construction</li>
<li>Rounded edges</li>
<li>Glued and Braced construction</li>
<li>Subwoofer mounting depth: 5.375""</li>
<li>Box volume: 0.8 cubic feet (per chamber)</li>
</ul>, <ul>
<li>2015 Models causes the enclosure to stick out 2"" near the foot area</li>
<li>Will also work with 2017-2018 F250, F350, F450 Super Crew / Super Cab</li>
</ul>]","[<p>Installation Note: Will also work with 2017-2018 F250, F350, F450 Super Crew / Super Cab. OEM Jack removal required on some models during installation.</p>, <p>Engineered and manufactured using only the best additives throughout the production cycle. Hardwood MDF combined with true mitered corners and full inset dados. Atrend line of product is built for the high-end niche market.</p>, <p>From design to delivery, Atrend products are tested vigorously to ensure sound quality and accurate engineering. Working with only the latest in computer automated software and machinery, Atrend continues to be a trendsetter in the marketplace. Atrend delivers quality results by utilizing only the most efficient engineering and manufacturing processes.</p>, <p>Atrend vehicle-specific enclosures are designed to fit within specific vehicle applications to help minimize the space of the subwoofer and also cleanly integrate into your vehicle without standing out.</p>]"
A352-10CP,https://atrendusa.com/products/bbox-a352-10cp-dual-10-sealed-carpeted-subwoofer-enclosure-fits-1997-2003-ford-f150-super-crew,"A352-10CP Dual 10"" Sealed Carpeted  - Fits 1997 - 2003 Ford F150 Super Crew
","[<ul>
<li style=""font-weight: 400;"">Accu-Tuned<span style=""font-weight: 400;""> 10” Dual sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</span>
</li>
<li style=""font-weight: 400;"">OEM-Fit <span style=""font-weight: 400;"">is designed and</span> <span style=""font-weight: 400;"">engineered specifically for the 1997 - 2003 Super Crew trucks to ensure an OEM fit without impeding the operation of the back seat.</span>
</li>
<li style=""font-weight: 400;"">High-Grade MDF <span style=""font-weight: 400;"">for Ultimate structural rigidity and no-flex construction.</span>
</li>
<li style=""font-weight: 400;"">.91 Cubic Feet Net Volume <span style=""font-weight: 400;"">internal air space (per sub) is ideal for tight accurate bass reproduction.</span>
</li>
<li style=""font-weight: 400;"">Subwoofer Mounting Depth <span style=""font-weight: 400;"">is 5.75” which is ideal for lower profile subwoofers.</span>
</li>
<li style=""font-weight: 400;"">Specially Formulated Aliphatic Wood Glue <span style=""font-weight: 400;"">to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</span>
</li>
<li style=""font-weight: 400;"">Pneumatic Applied Brad Nails <span style=""font-weight: 400;"">to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</span>
</li>
<li style=""font-weight: 400;"">Premium OEM Grade Carpeting <span style=""font-weight: 400;"">for factory look and durability.</span>
</li>
<li style=""font-weight: 400;"">Dimensions <span style=""font-weight: 400;"">Sub Cut Out: 9.125”, Mounting Depth: 5.75”, Width: 43.75” Height: 10.25”, Depth: 13.5”</span>
</li>
</ul>]","[<p><a href=""https://cdn.shopify.com/s/files/1/0494/3577/1042/files/crew_vs_extended_cab_pickup_truck_cab_styles.pdf""><strong>TRUCK CAB GUIDE</strong></a></p>, <p><strong><b>Bbox A352-10CP Dual 10” Subwoofer Enclosure Fits 1997-2003 Ford F150 Super Crew</b></strong></p>]"
A37110BK,https://atrendusa.com/products/atrend-a371-10-single-10-sealed-spraylinered-subwoofer-enclosure-fits-2004-2008-ford-f150-super-crew-super-cab-1,"A371-10 Single 10"" Sealed Tuff Coat Sprayliner  - Fits 2004 - 2008 Ford F150 Super Crew / Super Cab
","[<ul>
<li>Accu-Tuned 10” Single sealed subwoofer enclosure designed for optimum bass response and low-frequency reproduction which is ideal for lower profile sound quality subwoofers.</li>
<li>OEM-Fit is designed and engineered specifically for the 2004-2008 Super Crew / Super Cab trucks to ensure an OEM fit without impeding the operation of the back seat.</li>
<li>High-Grade MDF for Ultimate structural rigidity and no-flex construction.</li>
<li>.76 Cubic Feet Net Volume internal air space is ideal for tight accurate bass reproduction.</li>
<li>Subwoofer Mounting Depth is 5.25” which is ideal for lower profile subwoofers.</li>
<li>Specially Formulated Aliphatic Wood Glue to ensure an airtight seal between all MDF parts with a second application of glue around all internal joints after final assembly.</li>
<li>Pneumatic Applied Brad Nails to pull tight and hold the MDF parts during the glue drying process and help assure a no-leak, no-rattle air chamber.</li>
<li>Tuff Guard Sprayliner Finish</li>
<li>Dimensions Sub cut out: 9.125”, mounting depth: 7” Front Height: 7.75”, Rear Height: 6.75”, Depth: 11.75”</li>
</ul>]",[]
